question_id,student_id,correct,time
5,27,1,25.476999999999997
5,30,1,49.443000000000005
5,28,1,28.488000000000003
5,29,0,41.54
5,24,0,32.275999999999996
5,23,0,45.483000000000004
5,22,1,47.221000000000004
5,32,0,30.586
5,1,1,56.827
5,33,1,39.968
5,19,1,48.418
5,35,0,52.13
5,18,0,48.221000000000004
5,10,0,23.641
5,8,1,52.301
5,11,1,23.705
5,6,0,24.180999999999997
5,5,0,56.093
5,14,0,24.564
5,4,1,45.473
5,13,1,34.038000000000004
5,34,0,32.812
5,9,0,37.066
5,16,0,50.611999999999995
5,21,0,53.823
5,31,1,51.332
5,7,1,21.846999999999998
5,2,0,17.272000000000002
6,27,1,40.459
6,30,1,46.044
6,28,1,36.698
6,29,0,3.842
6,24,0,58.614
6,23,1,56.148
6,22,0,59.044
6,32,0,37.687
6,1,1,55.463
6,33,0,56.287
6,19,0,48.696000000000005
6,35,0,55.097
6,18,0,33.576
6,10,0,45.236000000000004
6,8,0,42.132
6,11,0,34.733000000000004
6,6,1,40.126
6,5,1,39.165
6,14,0,28.721
6,4,1,56.593999999999994
6,13,1,32.262
6,34,0,60.0
6,9,0,32.996
6,16,0,56.82899999999999
6,21,1,52.81
6,31,1,45.373999999999995
6,7,1,28.814
6,2,0,27.772
7,27,1,24.47
7,30,1,33.895
7,28,0,48.214
7,29,1,46.648999999999994
7,24,1,35.313
7,23,1,46.713
7,22,1,48.538999999999994
7,32,0,33.228
7,1,0,52.753
7,33,0,52.78
7,19,1,51.729
7,35,0,50.878
7,18,0,59.923
7,10,0,59.43
7,8,1,33.788000000000004
7,11,1,53.433
7,6,1,37.239000000000004
7,5,1,43.085
7,14,1,38.766
7,4,0,56.39
7,13,1,35.884
7,34,1,34.554
7,9,1,32.07
7,16,0,57.216
7,21,1,53.868
7,31,1,53.088
7,7,0,26.456
7,2,1,30.195999999999998
8,27,1,14.550999999999998
8,30,1,22.314
8,28,1,25.168000000000003
8,29,1,25.173000000000002
8,24,1,14.918
8,23,1,24.425
8,22,1,10.152000000000001
8,32,1,32.854
8,1,1,47.607
8,33,1,14.88
8,19,1,16.254
8,35,1,31.476
8,18,1,10.985999999999999
8,10,1,13.835
8,8,1,6.757000000000001
8,11,1,6.757999999999999
8,6,1,9.431000000000001
8,5,1,32.427
8,14,1,30.055
8,4,1,29.947
8,13,1,20.397000000000002
8,34,1,16.582
8,9,1,8.177
8,16,0,32.552
8,21,1,15.395
8,31,1,10.533
8,7,1,20.217
8,2,1,6.837000000000001
9,27,1,22.717
9,30,1,16.851
9,28,1,28.701
9,29,1,26.756999999999998
9,24,1,23.691
9,23,1,26.719
9,22,0,28.697
9,32,1,24.709
9,1,0,23.846999999999998
9,33,1,29.331999999999997
9,19,1,24.913
9,35,1,23.654
9,18,1,38.353
9,10,1,31.179000000000002
9,8,1,32.967
9,11,0,19.566
9,6,0,38.718
9,5,1,24.627
9,14,1,23.875999999999998
9,4,0,14.132
9,13,0,31.031999999999996
9,34,1,22.28
9,9,0,22.997
9,16,1,16.889
9,21,1,27.135
9,31,1,20.226
9,7,1,12.314
9,2,0,26.774
10,27,0,56.02
10,30,1,32.299
10,28,1,30.561999999999998
10,29,1,40.61
10,24,0,46.948
10,23,1,30.83
10,22,1,35.857
10,32,0,30.921
10,1,0,44.347
10,33,0,51.496
10,19,1,46.123000000000005
10,35,0,22.046
10,18,1,27.139
10,10,0,12.674000000000001
10,8,1,43.443999999999996
10,11,1,14.470999999999998
10,6,0,26.325
10,5,1,27.639
10,14,0,35.176
10,4,0,56.551
10,13,1,42.327
10,34,0,31.878
10,9,1,33.673
10,16,1,43.07
10,21,1,34.913000000000004
10,31,1,26.741999999999997
10,7,1,21.43
10,2,0,60.0
