question_id,student_id,correct,time
10,33,1,37.134
10,19,0,49.089
10,35,0,59.121
10,10,1,7.082999999999999
10,8,0,34.4
10,11,0,13.304
10,6,1,14.892999999999999
10,5,0,46.36600000000001
10,14,0,33.147
10,4,0,13.759
10,34,0,46.019
10,3,0,22.969
10,16,0,60.0
10,21,0,36.412
10,17,1,23.136
10,26,0,38.939
10,31,1,24.857
10,7,0,48.455
10,2,0,16.124000000000002
